step,t_obs,t_cmd,dt,pos_shoulder_pan,pos_shoulder_lift,pos_elbow_flex,pos_wrist_flex,pos_wrist_roll,pos_gripper,cmd_shoulder_pan,cmd_shoulder_lift,cmd_elbow_flex,cmd_wrist_flex,cmd_wrist_roll,cmd_gripper,sent_shoulder_pan,sent_shoulder_lift,sent_elbow_flex,sent_wrist_flex,sent_wrist_roll,sent_gripper,velraw_shoulder_pan,velraw_shoulder_lift,velraw_elbow_flex,velraw_wrist_flex,velraw_wrist_roll,velraw_gripper,chunk_start
16,1700000000.7200,1700000000.7220,0.0333,-60.5530,-6.6931,31.1842,59.7778,-115.3640,28.2511,-61.3022,-3.1044,29.0275,62.0385,-115.2363,28.7594,-61.3022,-3.1044,29.0275,62.0385,-115.2363,28.7594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
17,1700000000.7533,1700000000.7553,0.0333,-60.7280,-5.7643,30.6361,60.2985,-115.3335,28.3897,-62.6538,-4.0165,27.8516,61.1264,-116.3242,27.8503,-62.6538,-4.0165,27.8516,61.1264,-116.3242,27.8503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
18,1700000000.7867,1700000000.7887,0.0333,-61.1778,-5.3119,29.9285,60.4892,-115.5697,28.2426,-61.8297,-2.9286,28.8516,62.0385,-115.4121,28.7594,-61.8297,-2.9286,28.8516,62.0385,-115.4121,28.7594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
19,1700000000.8200,1700000000.8220,0.0333,-61.3300,-4.6951,29.6548,60.8460,-115.5321,28.3835,-63.1813,-3.9286,27.7637,61.0385,-116.4121,27.8503,-63.1813,-3.9286,27.7637,61.0385,-116.4121,27.8503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
20,1700000000.8533,1700000000.8553,0.0333,-61.7624,-4.4967,29.1742,60.8904,-115.7418,28.2381,-63.1483,-2.9286,28.6758,61.7747,-115.4121,28.7594,-63.1483,-2.9286,28.6758,61.7747,-115.4121,28.7594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
21,1700000000.8867,1700000000.8887,0.0333,-62.0861,-4.0909,29.0475,61.0941,-115.6632,28.3802,-65.0275,-3.7527,27.6758,59.9835,-116.4121,27.8503,-65.0275,-3.7527,27.6758,59.9835,-116.4121,27.8503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
22,1700000000.9200,1700000000.9220,0.0333,-62.7731,-4.0034,28.6989,60.8383,-115.8417,28.2357,-64.4670,-2.6648,28.7637,60.1044,-115.4121,28.7594,-64.4670,-2.6648,28.7637,60.1044,-115.4121,28.7594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
23,1700000000.9533,1700000000.9553,0.0333,-63.1687,-3.6569,28.7154,60.6692,-115.7393,28.3785,-65.9066,-3.6648,27.8516,58.4011,-116.5000,27.8503,-65.9066,-3.6648,27.8516,58.4011,-116.5000,27.8503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
24,1700000000.9867,1700000000.9887,0.0333,-63.8081,-3.6590,28.4959,60.1468,-115.9206,28.2345,-65.5220,-2.5769,29.1154,58.7857,-115.5879,28.7594,-65.5220,-2.5769,29.1154,58.7857,-115.5879,28.7594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
25,1700000001.0200,1700000001.0220,0.0333,-64.2084,-3.3789,28.6533,59.8333,-115.8413,28.3776,-66.8736,-3.1374,28.2033,57.6978,-116.6758,27.8503,-66.8736,-3.1374,28.2033,57.6978,-116.6758,27.8503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
26,1700000001.0533,1700000001.0553,0.0333,-64.8309,-3.3164,28.5390,59.3414,-116.0402,28.2338,-66.0495,-1.4341,29.1154,58.7857,-115.6758,28.7594,-66.0495,-1.4341,29.1154,58.7857,-115.6758,28.7594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
27,1700000001.0867,1700000001.0887,0.0333,-65.1155,-2.8292,28.6855,59.2134,-115.9534,28.3771,-67.2253,-1.4670,28.0275,57.8736,-116.5879,27.8503,-67.2253,-1.4670,28.0275,57.8736,-116.5879,27.8503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
28,1700000001.1200,1700000001.1220,0.0333,-65.6082,-2.4767,28.5182,58.9048,-116.1046,28.2335,-66.2253,0.5000,28.9396,59.4890,-115.5879,28.7594,-66.2253,0.5000,28.9396,59.4890,-115.5879,28.7594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
29,1700000001.1533,1700000001.1553,0.0333,-65.7523,-1.7063,28.6253,59.0394,-115.9815,28.3769,-67.2253,0.2912,27.7637,59.2802,-116.4121,27.8503,-67.2253,0.2912,27.7637,59.2802,-116.4121,27.8503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
30,1700000001.1867,1700000001.1887,0.0333,-66.0963,-1.1893,28.4064,59.0949,-116.0841,28.2333,-66.1374,1.9066,28.4121,60.8077,-115.3242,28.7594,-66.1374,1.9066,28.4121,60.8077,-115.3242,28.7594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
31,1700000001.2200,1700000001.2220,0.0333,-66.1059,-0.3881,28.4078,59.4894,-115.9030,28.3767,-67.0495,1.4341,26.9725,60.3352,-116.2363,27.8503,-67.0495,1.4341,26.9725,60.3352,-116.2363,27.8503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
32,1700000001.2533,1700000001.2553,0.0333,-66.3263,0.0835,28.0430,59.6842,-115.9824,28.2332,-65.8736,2.8736,27.5330,61.6868,-115.2363,28.7594,-65.8736,2.8736,27.5330,61.6868,-115.2363,28.7594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
33,1700000001.2867,1700000001.2887,0.0333,-66.2206,0.8056,27.9134,60.1455,-115.8046,28.3766,-66.6978,2.2253,26.1813,60.9506,-116.1484,27.8503,-66.6978,2.2253,26.1813,60.9506,-116.1484,27.8503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
34,1700000001.3200,1700000001.3220,0.0333,-66.3320,1.1730,27.4732,60.3309,-115.8865,28.2331,-65.1703,3.5769,27.0055,61.9506,-115.1484,28.7594,-65.1703,3.5769,27.0055,61.9506,-115.1484,28.7594,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
35,1700000001.3533,1700000001.3553,0.0333,-66.0607,1.7952,27.3544,60.7040,-115.7106,28.3766,-65.7308,2.6648,25.9176,60.8626,-116.1484,27.8503,-65.7308,2.6648,25.9176,60.8626,-116.1484,27.8503,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
36,1700000001.3867,1700000001.3887,0.0333,-65.9836,2.0203,26.9892,60.7405,-115.8149,28.2331,-64.5549,3.6648,26.9176,61.7747,-115.1484,28.9926,-64.5549,3.6648,26.9176,61.7747,-115.1484,28.9926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
37,1700000001.4200,1700000001.4220,0.0333,-65.6500,2.4459,26.9710,60.9787,-115.6560,28.4402,-65.2912,2.6648,25.9176,60.5989,-116.1484,28.2391,-65.2912,2.6648,25.9176,60.5989,-116.1484,28.2391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
38,1700000001.4533,1700000001.4553,0.0333,-65.5662,2.5026,26.7033,60.8912,-115.7734,28.3854,-64.0275,3.6648,26.7418,61.5989,-115.1484,29.1482,-64.0275,3.6648,26.7418,61.5989,-115.1484,29.1482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
39,1700000001.4867,1700000001.4887,0.0333,-65.2068,2.8034,26.7131,61.0542,-115.6244,28.5933,-64.8516,2.6648,25.5659,60.6868,-116.1484,28.2391,-64.8516,2.6648,25.5659,60.6868,-116.1484,28.2391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
40,1700000001.5200,1700000001.5220,0.0333,-65.1239,2.7675,26.4215,60.9696,-115.7493,28.4968,-63.6758,3.6648,26.5659,61.7747,-115.1484,29.1482,-63.6758,3.6648,26.5659,61.7747,-115.1484,29.1482,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
41,1700000001.5533,1700000001.5553,0.0333,-64.7857,2.9998,26.4582,61.1551,-115.6061,28.6744,-64.3242,2.6648,25.5659,60.7747,-116.1484,28.2391,-64.3242,2.6648,25.5659,60.7747,-116.1484,28.2391,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
42,1700000001.5867,1700000001.5887,0.0333,-64.6779,2.9131,26.2315,61.0675,-115.7353,28.5557,-62.8846,3.6648,26.5659,61.8626,-115.1484,28.9926,-62.8846,3.6648,26.5659,61.8626,-115.1484,28.9926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
43,1700000001.6200,1700000001.6220,0.0333,-64.2591,3.1076,26.3165,61.2506,-115.5954,28.6748,-63.5330,2.6648,25.6538,60.9506,-116.1484,28.0058,-63.5330,2.6648,25.6538,60.9506,-116.1484,28.0058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
44,1700000001.6533,1700000001.6553,0.0333,-64.0895,2.9930,26.1481,61.1815,-115.7272,28.4924,-62.4451,3.5769,26.7418,61.9506,-115.1484,28.9149,-62.4451,3.5769,26.7418,61.9506,-115.1484,28.9149,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
45,1700000001.6867,1700000001.6887,0.0333,-63.7054,3.1442,26.2989,61.3586,-115.5892,28.6076,-63.0934,2.5769,25.7418,60.9506,-116.1484,28.0058,-63.0934,2.5769,25.7418,60.9506,-116.1484,28.0058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
46,1700000001.7200,1700000001.7220,0.0333,-63.5625,2.9973,26.1573,61.2646,-115.7225,28.4435,-61.9176,3.5769,26.7418,61.9506,-115.1484,28.8371,-61.9176,3.5769,26.7418,61.9506,-115.1484,28.8371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
47,1700000001.7533,1700000001.7553,0.0333,-63.1783,3.1473,26.3059,61.4226,-115.5857,28.5508,-62.8297,2.5769,25.7418,60.9506,-116.1484,27.9280,-62.8297,2.5769,25.7418,60.9506,-116.1484,27.9280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
48,1700000001.7867,1700000001.7887,0.0333,-63.0969,2.9997,26.1625,61.3139,-115.7198,28.3810,-61.7418,3.6648,26.5659,61.9506,-115.1484,28.8371,-61.7418,3.6648,26.5659,61.9506,-115.1484,28.8371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
49,1700000001.8200,1700000001.8220,0.0333,-62.7804,3.1719,26.2650,61.4605,-115.5836,28.5054,-62.7418,2.6648,25.5659,60.7747,-116.1484,27.9280,-62.7418,2.6648,25.5659,60.7747,-116.1484,27.9280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
50,1700000001.8533,1700000001.8553,0.0333,-62.7714,3.0406,26.0874,61.3026,-115.7182,28.3480,-61.9176,3.7527,26.5659,61.6868,-115.1484,28.8371,-61.9176,3.7527,26.5659,61.6868,-115.1484,28.8371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
51,1700000002.0733,1700000002.0753,0.2200,-62.0651,3.6541,26.4968,61.6185,-115.2428,28.7773,-63.0055,2.7527,25.8297,60.6868,-116.1484,27.9280,-63.0055,2.7527,25.8297,60.6868,-116.1484,27.9280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1
52,1700000002.1067,1700000002.1087,0.0333,-62.2848,3.4208,26.3273,61.4039,-115.4587,28.5457,-62.0934,3.7527,27.0934,61.6868,-115.1484,28.8371,-62.0934,3.7527,27.0934,61.6868,-115.1484,28.8371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
53,1700000002.1400,1700000002.1420,0.0333,-62.2401,3.5067,26.5220,61.4691,-115.3847,28.6252,-63.0934,2.7527,26.6209,60.5989,-116.1484,27.9280,-63.0934,2.7527,26.6209,60.5989,-116.1484,27.9280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
54,1700000002.1733,1700000002.1753,0.0333,-62.4394,3.3116,26.5471,61.2687,-115.5667,28.4351,-62.1813,3.7527,27.9725,61.5989,-115.1484,28.8371,-62.1813,3.7527,27.9725,61.5989,-115.1484,28.8371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
55,1700000002.2067,1700000002.2087,0.0333,-62.3791,3.4258,26.9094,61.3447,-115.4670,28.5447,-63.5330,2.7527,27.0604,60.5989,-116.1484,27.9280,-63.5330,2.7527,27.0604,60.5989,-116.1484,27.9280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
56,1700000002.2400,1700000002.2420,0.0333,-62.6486,3.2516,26.9478,61.1729,-115.6294,28.3766,-62.7088,3.7527,28.4121,61.5989,-115.1484,28.8371,-62.7088,3.7527,28.4121,61.5989,-115.1484,28.8371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
57,1700000002.2733,1700000002.2753,0.0333,-62.6626,3.3813,27.3199,61.2710,-115.5147,28.5021,-63.7088,2.7527,27.6758,60.5989,-116.1484,27.9280,-63.7088,2.7527,27.6758,60.5989,-116.1484,27.9280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
58,1700000002.3067,1700000002.3087,0.0333,-62.9070,3.2186,27.4104,61.1162,-115.6658,28.3456,-62.7967,3.7527,28.7637,61.5989,-115.1484,28.8371,-62.7967,3.7527,28.7637,61.5989,-115.1484,28.8371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
59,1700000002.3400,1700000002.3420,0.0333,-62.8812,3.3569,27.7543,61.2274,-115.5424,28.4796,-63.8846,2.7527,27.7637,60.5989,-116.1484,27.9280,-63.8846,2.7527,27.7637,60.5989,-116.1484,27.9280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
60,1700000002.3733,1700000002.3753,0.0333,-63.1156,3.2005,27.7567,61.0826,-115.6869,28.3292,-62.8846,3.8407,28.8516,61.5989,-115.1484,28.8371,-62.8846,3.8407,28.8516,61.5989,-115.1484,28.8371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
61,1700000002.4067,1700000002.4087,0.0333,-63.0616,3.3662,28.0350,61.2016,-115.5585,28.4677,-63.8846,2.8407,27.8516,60.5989,-116.1484,27.9280,-63.8846,2.8407,27.8516,60.5989,-116.1484,27.9280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
62,1700000002.4400,1700000002.4420,0.0333,-63.2538,3.2302,27.9884,61.0627,-115.6991,28.3206,-62.8846,3.8407,29.0275,61.5989,-115.1484,28.8371,-62.8846,3.8407,29.0275,61.5989,-115.1484,28.8371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
63,1700000002.4733,1700000002.4753,0.0333,-63.1676,3.3882,28.2525,61.1862,-115.5678,28.4614,-63.8846,2.9286,28.3791,60.5110,-116.1484,27.9280,-63.8846,2.9286,28.3791,60.5110,-116.1484,27.9280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
64,1700000002.5067,1700000002.5087,0.0333,-63.3351,3.2692,28.2846,61.0307,-115.7062,28.3160,-62.8846,4.1923,29.5549,61.5110,-115.1484,28.8371,-62.8846,4.1923,29.5549,61.5110,-115.1484,28.8371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
65,1700000002.5400,1700000002.5420,0.0333,-63.2299,3.5081,28.6075,61.1413,-115.5732,28.4581,-63.8846,3.6319,28.5549,60.5110,-116.1484,27.9280,-63.8846,3.6319,28.5549,60.5110,-116.1484,27.9280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
66,1700000002.5733,1700000002.5753,0.0333,-63.3828,3.5402,28.5941,60.9961,-115.7103,28.3136,-62.8846,4.9835,29.5549,61.5989,-115.1484,28.8371,-62.8846,4.9835,29.5549,61.5989,-115.1484,28.8371,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
67,1700000002.6067,1700000002.6087,0.0333,-63.2664,3.9137,28.8383,61.1350,-115.5764,28.4563,-63.9725,4.3352,28.5549,60.5989,-116.1484,27.9280,-63.9725,4.3352,28.5549,60.5989,-116.1484,27.9280,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
68,1700000002.6400,1700000002.6420,0.0333,-63.4313,4.0228,28.7663,61.0115,-115.7127,28.3123,-62.9725,5.5989,29.5549,61.5989,-115.1484,28.6816,-62.9725,5.5989,29.5549,61.5989,-115.1484,28.6816,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
69,1700000002.6733,1700000002.6753,0.0333,-63.3242,4.4307,28.9667,61.1468,-115.5782,28.4130,-64.0604,4.7747,28.3791,60.5989,-116.1484,27.0727,-64.0604,4.7747,28.3791,60.5989,-116.1484,27.0727,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
70,1700000002.7067,1700000002.7087,0.0333,-63.4961,4.5197,28.8174,61.0206,-115.7141,28.0475,-63.0604,5.9505,29.2912,61.5989,-115.1484,26.5821,-63.0604,5.9505,29.2912,61.5989,-115.1484,26.5821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
71,1700000002.7400,1700000002.7420,0.0333,-63.3944,4.8900,28.9378,61.1538,-115.5792,27.6480,-64.0604,4.9505,28.2912,60.5989,-116.1484,23.5734,-64.0604,4.9505,28.2912,60.5989,-116.1484,23.5734,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
72,1700000002.7733,1700000002.7753,0.0333,-63.5499,4.9057,28.7735,61.0260,-115.7149,26.5371,-63.0604,5.9505,29.2912,61.5989,-115.1484,21.6832,-63.0604,5.9505,29.2912,61.5989,-115.1484,21.6832,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
73,1700000002.8067,1700000002.8087,0.0333,-63.4356,5.1761,28.9051,61.1579,-115.5799,25.2136,-64.0604,4.9505,28.2912,60.5989,-116.1484,17.6637,-64.0604,4.9505,28.2912,60.5989,-116.1484,17.6637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
74,1700000002.8400,1700000002.8420,0.0333,-63.5815,5.1177,28.7491,61.0292,-115.7154,23.1551,-63.0604,5.9505,29.2912,61.5989,-115.1484,14.9958,-63.0604,5.9505,29.2912,61.5989,-115.1484,14.9958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
75,1700000002.8733,1700000002.8753,0.0333,-63.4598,5.3333,28.8868,61.1604,-115.5802,20.9305,-64.0604,4.9505,28.2912,60.5989,-116.1484,10.5097,-64.0604,4.9505,28.2912,60.5989,-116.1484,10.5097,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
76,1700000002.9067,1700000002.9087,0.0333,-63.6001,5.2342,28.7355,61.0311,-115.7156,18.0892,-63.0604,5.9505,29.3791,61.5989,-115.1484,7.9196,-63.0604,5.9505,29.3791,61.5989,-115.1484,7.9196,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
77,1700000002.9400,1700000002.9420,0.0333,-63.4741,5.4196,28.8990,61.1619,-115.5804,15.3165,-64.0604,4.9505,28.5549,60.5989,-116.1484,3.5112,-64.0604,4.9505,28.5549,60.5989,-116.1484,3.5112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
78,1700000002.9733,1700000002.9753,0.0333,-63.6110,5.2982,28.8116,61.0322,-115.7158,12.0978,-63.0604,5.9505,29.5549,61.6868,-115.1484,1.6987,-63.0604,5.9505,29.5549,61.6868,-115.1484,1.6987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
79,1700000003.0067,1700000003.0087,0.0333,-63.4824,5.4670,29.0005,61.1830,-115.5805,9.2625,-64.0604,4.9505,28.5549,60.6868,-116.1484,0.4786,-64.0604,4.9505,28.5549,60.6868,-116.1484,0.4786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
80,1700000003.0400,1700000003.0420,0.0333,-63.6174,5.3334,28.8873,61.0687,-115.7159,6.8675,-63.0604,5.9505,29.5549,61.6868,-115.1484,2.4763,-63.0604,5.9505,29.5549,61.6868,-115.1484,2.4763,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
81,1700000003.0733,1700000003.0753,0.0333,-63.4873,5.4931,29.0570,61.2111,-115.5806,5.6703,-64.0604,4.9505,28.5549,60.6868,-116.1484,2.2671,-64.0604,4.9505,28.5549,60.6868,-116.1484,2.2671,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
82,1700000003.1067,1700000003.1087,0.0333,-63.6212,5.3527,28.9294,61.0903,-115.7159,4.7424,-62.8846,5.9505,29.5549,61.6868,-115.1484,3.0984,-62.8846,5.9505,29.5549,61.6868,-115.1484,3.0984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
83,1700000003.1400,1700000003.1420,0.0333,-63.4492,5.5074,29.0884,61.2277,-115.5806,4.2942,-63.7967,4.8626,28.5549,60.6868,-116.1484,1.8783,-63.7967,4.8626,28.5549,60.6868,-116.1484,1.8783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
84,1700000003.1733,1700000003.1753,0.0333,-63.5303,5.3405,28.9528,61.1031,-115.7160,3.6355,-62.6209,5.7747,29.5549,61.6868,-115.1484,2.6318,-62.6209,5.7747,29.5549,61.6868,-115.1484,2.6318,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
85,1700000003.2067,1700000003.2087,0.0333,-63.3179,5.4529,29.1058,61.2376,-115.5807,3.3618,-63.6209,4.7747,28.5549,60.7747,-116.1484,1.7227,-63.6209,4.7747,28.5549,60.7747,-116.1484,1.7227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
86,1700000003.2400,1700000003.2420,0.0333,-63.3887,5.2774,28.9658,61.1310,-115.7160,2.9149,-62.6209,5.6868,29.5549,61.9506,-115.1484,2.6318,-62.6209,5.6868,29.5549,61.9506,-115.1484,2.6318,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
87,1700000003.2733,1700000003.2753,0.0333,-63.2094,5.3834,29.1155,61.3197,-115.5807,2.8377,-63.6209,4.6868,28.5549,60.9506,-116.1484,1.7227,-63.6209,4.6868,28.5549,60.9506,-116.1484,1.7227,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
